technology,plant_id,generator_id,capacity_mw,capacity_mwh,nameplate_capacity_mw,winter_capacity_mw,operating_year,retirement_year,historical_capacity_factor,heat_rate_mmbtu_mwh,vom_per_mwh,fom_per_mwyr
Natural Gas Fired Combustion Turbine,7900,SH3,47.3,,51.4,47.3,2001,2056,0.202,10.745,0.473571606,1121.119057
Natural Gas Fired Combustion Turbine,7900,SH4,47.3,,51.4,47.3,2001,2056,0.202,10.745,0.473571606,1121.119057
Natural Gas Fired Combustion Turbine,7900,SH6,47.3,,51.4,47.3,2010,2065,0.202,10.745,0.473571606,1121.119057
Natural Gas Fired Combustion Turbine,7900,SH7,47.3,,51.4,47.3,2010,2065,0.202,10.745,0.473571606,1121.119057
Natural Gas Fired Combustion Turbine,8063,CT1,69.0,,89.4,88.0,1990,2045,0.022,14.077,14.03507055,10539.91632
Natural Gas Fired Combustion Turbine,8063,CT2,68.0,,89.4,87.0,1990,2045,0.022,14.078,14.03507055,10539.91632
Natural Gas Fired Combustion Turbine,8063,CT3,68.0,,89.4,86.0,1990,2045,0.022,14.078,14.03507055,10539.91632
Natural Gas Fired Combustion Turbine,8063,CT4,69.0,,89.4,86.0,1990,2045,0.022,14.077,14.03507055,10539.91632
Natural Gas Fired Combined Cycle,50109,GEN1,76.0,,87.8,87.0,1989,2044,0.259,8.978,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,50109,GEN2,76.0,,87.8,87.0,1989,2044,0.259,8.978,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,50109,GEN3,87.0,,90.0,89.0,1989,2044,0.259,8.978,5.733058547,4342.0804259999995
Natural Gas Fired Combined Cycle,50127,GTA,19.7,,20.0,19.7,1987,2042,0.01,14.535,5.733058547,4342.0804259999995
Natural Gas Fired Combined Cycle,50127,GTB,19.7,,20.0,19.7,1987,2042,0.01,14.535,5.733058547,4342.0804259999995
Natural Gas Fired Combined Cycle,50127,GTC,19.7,,20.0,19.7,1987,2042,0.01,14.535,5.733058547,4342.0804259999995
Natural Gas Fired Combined Cycle,50127,STD,17.0,,20.0,16.0,1987,2042,0.01,9.505,5.733058547,4342.0804259999995
Natural Gas Fired Combustion Turbine,50137,GEN1,69.0,,101.9,84.0,1984,2039,0.049,15.648,28.46452204,8080.909324
Natural Gas Fired Combined Cycle,50815,GEN1,61.1,,84.9,58.2,1985,2040,0.899,11.284,1.062345894,4152.100625
Natural Gas Fired Combined Cycle,50815,GEN2,62.6,,84.9,59.1,1985,2040,0.899,11.284,1.062345894,4152.100625
Natural Gas Fired Combined Cycle,50815,GEN3,64.0,,84.9,62.6,1985,2040,0.899,11.284,1.062345894,4152.100625
Natural Gas Fired Combined Cycle,50815,GEN4,65.0,,84.9,62.4,1986,2041,0.899,11.284,1.062345894,4152.100625
Natural Gas Fired Combined Cycle,50815,GEN5,63.8,,84.9,62.2,1986,2041,0.899,11.284,1.062345894,4152.100625
Natural Gas Fired Combined Cycle,50815,GEN6,93.5,,129.2,72.9,1986,2041,0.899,11.284,1.062345894,4152.100625
Natural Gas Fired Combined Cycle,50815,GEN7,63.1,,89.9,66.0,1995,2050,0.899,11.284,1.062345894,4152.100625
Natural Gas Fired Combined Cycle,52088,GEN1,142.0,,141.0,141.0,1987,2042,0.551,12.205,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,52088,GEN2,92.0,,103.0,98.0,1987,2042,0.551,12.205,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,52088,GEN3,92.0,,103.0,98.0,1987,2042,0.551,12.205,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,52088,GEN4,92.0,,103.0,98.0,1987,2042,0.551,12.205,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,52176,GEN1,71.0,,77.5,71.0,1987,2042,0.054,9.548,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,52176,GEN2,71.0,,77.5,71.0,1987,2042,0.054,9.548,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,52176,GEN3,70.0,,75.0,70.0,1988,2043,0.054,9.548,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,54676,G81,36.5,,49.5,45.0,1994,2049,0.758,9.541,1.817858414,8987.410604
Natural Gas Fired Combined Cycle,54676,G81,36.5,,49.5,45.0,1994,2049,0.758,9.541,1.817858414,8987.410604
Natural Gas Fired Combined Cycle,54676,G82,36.5,,49.5,45.0,1994,2049,0.758,9.541,1.817858414,8987.410604
Natural Gas Fired Combined Cycle,54676,G82,36.5,,49.5,45.0,1994,2049,0.758,9.541,1.817858414,8987.410604
Natural Gas Fired Combined Cycle,54676,G83,36.5,,49.5,45.0,1994,2049,0.758,9.541,1.817858414,8987.410604
Natural Gas Fired Combined Cycle,54676,G83,36.5,,49.5,45.0,1994,2049,0.758,9.541,1.817858414,8987.410604
Natural Gas Fired Combined Cycle,54676,G84,80.0,,100.45,80.0,1994,2049,0.758,9.541,1.817858414,8987.410604
Natural Gas Fired Combined Cycle,54676,G84,80.0,,100.45,80.0,1994,2049,0.758,9.541,1.817858414,8987.410604
Natural Gas Fired Combined Cycle,54817,GT-1,163.0,,178.2,174.0,1996,2051,0.389,8.035,3.516257561,4342.0804259999995
Natural Gas Fired Combined Cycle,54817,ST-1,104.0,,104.4,104.0,1996,2051,0.389,8.035,3.516257561,4342.0804259999995
Onshore Wind Turbine,54979,WIND,34.3,,34.3,34.3,1998,2028,0.217,,0.0,25819.0
Natural Gas Fired Combustion Turbine,55015,GEN1,109.0,,143.0,126.0,1997,2052,0.561,16.345,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,55015,GEN2,109.0,,143.0,126.0,1997,2052,0.561,16.345,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,55015,GEN3,109.0,,143.0,126.0,1997,2052,0.561,16.345,1.485029017,1229.357899
Natural Gas Fired Combustion Turbine,55015,GEN4,109.0,,143.0,126.0,2000,2055,0.561,16.345,1.485029017,1229.357899
Natural Gas Fired Combined Cycle,55047,CTG1,167.0,,175.0,175.0,1998,2053,0.7,7.633,1.058834007,4152.100625
Natural Gas Fired Combined Cycle,55047,CTG2,171.0,,185.0,180.0,2000,2055,0.7,7.633,1.058834007,4152.100625
Natural Gas Fired Combined Cycle,55047,CTG3,171.0,,185.0,180.0,2000,2055,0.7,7.633,1.058834007,4152.100625
Natural Gas Fired Combined Cycle,55047,STG1,71.0,,85.0,72.0,1998,2053,0.7,7.633,1.058834007,4152.100625
Natural Gas Fired Combined Cycle,55047,STG2,166.0,,185.0,169.0,2000,2055,0.7,7.633,1.058834007,4152.100625
Natural Gas Fired Combined Cycle,55062,GTG1,0.775,,0.916,0.885,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG1,115.165,,136.1176,131.511,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG1,0.465,,0.5496,0.531,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG1,0.465,,0.5496,0.531,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG1,38.44,,45.4336,43.896,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG2,0.465,,0.5496,0.531,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG2,38.44,,45.4336,43.896,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG2,0.465,,0.5496,0.531,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG2,115.165,,136.1176,131.511,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG2,0.775,,0.916,0.885,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG3,0.775,,0.916,0.885,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG3,38.44,,45.4336,43.896,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG3,115.165,,136.1176,131.511,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG3,0.465,,0.5496,0.531,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,GTG3,0.465,,0.5496,0.531,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,STG1,1.185,,1.1703,1.185,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,STG1,1.185,,1.1703,1.185,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,STG1,293.485,,289.8443,293.485,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,STG1,1.975,,1.9505,1.975,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55062,STG1,97.96,,96.7448,97.96,2000,2055,0.48,7.214,0.607152784,8987.410604
Natural Gas Fired Combined Cycle,55086,GT1A,141.0,,184.9,162.0,2000,2055,0.165,9.096,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,55086,GT1B,140.0,,184.9,162.0,2000,2055,0.165,9.096,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,55086,STG,85.0,,100.0,87.0,2000,2055,0.165,9.096,3.516257561,8987.410604
Natural Gas Fired Combined Cycle,55091,STK1,270.0,,289.0,285.0,2000,2055,0.341,7.644,0.721505939,11973.82131
Natural Gas Fired Combined Cycle,55091,STK2,270.0,,289.0,285.0,2000,2055,0.37,7.622,0.721505939,11973.82131
Natural Gas Fired Combined Cycle,55091,STK3,270.0,,289.0,285.0,2000,2055,0.33,7.624,0.721505939,11973.82131
Natural Gas Fired Combined Cycle,55091,STK4,270.0,,289.0,285.0,2000,2055,0.302,7.622,0.721505939,11973.82131
Natural Gas Fired Combined Cycle,55091,STK5,270.0,,289.0,285.0,2001,2056,0.369,7.619,0.721505939,11973.82131
Natural Gas Fired Combined Cycle,55091,STK6,270.0,,289.0,285.0,2001,2056,0.39,7.609,0.721505939,11973.82131
Natural Gas Fired Combined Cycle,55097,CTG1,153.0,,176.0,186.0,2000,2055,0.664,7.123,1.054529415,2738.8691660000004
Natural Gas Fired Combined Cycle,55097,CTG2,145.0,,176.0,178.0,2000,2055,0.664,7.123,1.054529415,2738.8691660000004
Natural Gas Fired Combined Cycle,55097,CTG3,145.0,,176.0,178.0,2000,2055,0.664,7.123,1.054529415,2738.8691660000004
Natural Gas Fired Combined Cycle,55097,CTG4,153.0,,176.0,186.0,2000,2055,0.664,7.123,1.054529415,2738.8691660000004
Natural Gas Fired Combined Cycle,55097,STG1,204.0,,204.3,204.0,2000,2055,0.664,7.123,1.054529415,2738.8691660000004
Natural Gas Fired Combined Cycle,55097,STG2,204.0,,204.3,204.0,2000,2055,0.664,7.123,1.054529415,2738.8691660000004
Natural Gas Fired Combined Cycle,55098,GEN1,177.0,,172.0,185.0,1999,2054,0.224,7.347,1.016816785,4152.100625
Natural Gas Fired Combined Cycle,55098,GEN2,177.0,,172.0,185.0,1999,2054,0.224,7.347,1.016816785,4152.100625
Natural Gas Fired Combined Cycle,55098,GEN3,181.0,,185.0,189.0,2000,2055,0.224,7.347,1.016816785,4152.100625
Natural Gas Fired Combined Cycle,55123,CTG1,215.0,,267.0,227.0,2002,2057,0.46,7.387,3.979381081,2302.3782220000003
Natural Gas Fired Combined Cycle,55123,CTG2,215.0,,267.0,227.0,2002,2057,0.46,7.387,3.979381081,2302.3782220000003
Natural Gas Fired Combined Cycle,55123,STG,237.0,,267.0,243.0,2002,2057,0.46,7.387,3.979381081,2302.3782220000003
Natural Gas Fired Combined Cycle,55132,GTG1,93.258,,108.8208,106.326,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,GTG1,1.256,,1.4656,1.432,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,GTG1,0.314,,0.3664,0.358,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,GTG1,62.172,,72.5472,70.884,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,GTG2,1.2,,1.4656,1.424,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,GTG2,89.1,,108.8208,105.732,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,GTG2,0.3,,0.3664,0.356,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,GTG2,59.4,,72.5472,70.488,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,GTG3,81.972,,108.8208,96.228,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,GTG3,0.276,,0.3664,0.324,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,GTG3,1.104,,1.4656,1.296,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,GTG3,54.648,,72.5472,64.152,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,STG1,0.762,,0.78,0.804,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,STG1,150.876,,154.44,159.192,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,STG1,226.314,,231.66,238.788,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55132,STG1,3.048,,3.12,3.216,2001,2056,0.477,7.443,0.57885329,8987.410604
Natural Gas Fired Combined Cycle,55137,CTG1,165.5,,189.0,196.0,2002,2057,0.576,7.21,5.351581453,9967.508746
Natural Gas Fired Combined Cycle,55137,CTG2,158.0,,189.0,193.0,2002,2057,0.576,7.21,5.351581453,9967.508746
Natural Gas Fired Combined Cycle,55137,CTG3,165.5,,189.0,196.0,2002,2057,0.576,7.21,5.351581453,9967.508746
Natural Gas Fired Combined Cycle,55137,STG1,303.0,,373.2,319.0,2002,2057,0.576,7.21,5.351581453,9967.508746
Natural Gas Fired Combined Cycle,55139,CTG1,245.0,,243.9,255.0,2003,2058,0.363,7.343,4.613040488,2302.3782220000003
Natural Gas Fired Combined Cycle,55139,CTG2,240.0,,243.9,247.0,2003,2058,0.363,7.343,4.613040488,2302.3782220000003
Natural Gas Fired Combined Cycle,55139,ST,271.0,,300.6,273.0,2003,2058,0.363,7.343,4.613040488,2302.3782220000003
Natural Gas Fired Combined Cycle,55144,U1,228.0,,241.7,257.0,2002,2057,0.354,7.695,5.328613292,9967.508746
Natural Gas Fired Combined Cycle,55144,U2,229.0,,241.7,258.0,2002,2057,0.395,7.688,5.328613292,9967.508746
Natural Gas Fired Combined Cycle,55144,U3,228.0,,252.8,260.0,2002,2057,0.39,7.71,5.328613292,9967.508746
Natural Gas Fired Combined Cycle,55144,U4,231.0,,252.8,261.0,2002,2057,0.452,7.717,5.328613292,9967.508746
Natural Gas Fired Combined Cycle,55153,CTG1,153.0,,171.1,161.0,2000,2055,0.653,7.05,4.068805374,9967.508746
Natural Gas Fired Combined Cycle,55153,CTG2,153.0,,171.1,161.0,2000,2055,0.653,7.05,4.068805374,9967.508746
Natural Gas Fired Combined Cycle,55153,CTG3,153.0,,171.1,160.0,2000,2055,0.653,7.05,4.068805374,9967.508746
Natural Gas Fired Combined Cycle,55153,CTG4,153.0,,171.1,160.0,2000,2055,0.653,7.05,4.068805374,9967.508746
Natural Gas Fired Combustion Turbine,55153,CTGP1,160.0,,160.0,160.0,2025,2080,0.924,9.142,0.53,2960.0
Natural Gas Fired Combustion Turbine,55153,CTGP2,160.0,,160.0,160.0,2025,2080,0.924,9.142,0.53,2960.0
Natural Gas Fired Combined Cycle,55153,STG1,196.0,,201.9,200.0,2000,2055,0.653,7.05,4.068805374,9967.508746
Natural Gas Fired Combined Cycle,55153,STG2,197.0,,201.9,200.0,2000,2055,0.653,7.05,4.068805374,9967.508746
Natural Gas Fired Combined Cycle,55154,CTA,84.5,,101.25,89.0,2001,2056,0.601,7.255,1.048436292,4152.100625
Natural Gas Fired Combined Cycle,55154,CTA,84.5,,101.25,89.0,2001,2056,0.601,7.255,1.048436292,4152.100625
Natural Gas Fired Combined Cycle,55154,CTB,84.5,,101.25,89.0,2001,2056,0.601,7.255,1.048436292,4152.100625
Natural Gas Fired Combined Cycle,55154,CTB,84.5,,101.25,89.0,2001,2056,0.601,7.255,1.048436292,4152.100625
Natural Gas Fired Combined Cycle,55154,ST,86.0,,102.0,92.0,2001,2056,0.601,7.255,1.048436292,4152.100625
Natural Gas Fired Combined Cycle,55154,ST,86.0,,102.0,92.0,2001,2056,0.601,7.255,1.048436292,4152.100625
Natural Gas Fired Combined Cycle,55168,1,171.0,,188.2,188.0,2002,2057,0.515,7.842,3.682613678,2302.3782220000003
Natural Gas Fired Combined Cycle,55168,2,171.0,,188.2,188.0,2002,2057,0.515,7.842,3.682613678,2302.3782220000003
Natural Gas Fired Combined Cycle,55168,3,233.0,,242.3,234.0,2002,2057,0.515,7.842,3.682613678,2302.3782220000003
Natural Gas Fired Combined Cycle,55172,GT-1,158.0,,154.0,167.0,2000,2055,0.643,7.05,1.029894814,4152.100625
Natural Gas Fired Combined Cycle,55172,GT-2,158.0,,154.0,167.0,2000,2055,0.643,7.05,1.029894814,4152.100625
Natural Gas Fired Combined Cycle,55172,GT-3,157.0,,154.0,166.0,2001,2056,0.643,7.05,1.029894814,4152.100625
Natural Gas Fired Combined Cycle,55172,ST-4,82.0,,95.0,84.0,2001,2056,0.643,7.05,1.029894814,4152.100625
Natural Gas Fired Combined Cycle,55172,ST-5,208.0,,250.0,217.0,2010,2065,0.643,7.05,1.029894814,4152.100625
Natural Gas Fired Combined Cycle,55187,GT1,159.0,,192.1,182.0,2002,2057,0.698,10.73,0.364286256,4152.100625
Natural Gas Fired Combined Cycle,55187,GT2,154.0,,192.1,177.0,2002,2057,0.698,10.73,0.364286256,4152.100625
Natural Gas Fired Combined Cycle,55187,GT3,157.0,,192.1,178.0,2002,2057,0.698,10.73,0.364286256,4152.100625
Natural Gas Fired Combined Cycle,55187,GT4,156.0,,192.1,178.0,2001,2056,0.698,10.73,0.364286256,4152.100625
Natural Gas Fired Combined Cycle,55187,ST1,124.0,,149.9,128.0,2002,2057,0.698,10.73,0.364286256,4152.100625
Natural Gas Fired Combined Cycle,55206,CT1,173.0,,198.9,179.0,2002,2057,0.568,9.758,0.533630377,8987.410604
Natural Gas Fired Combined Cycle,55206,CT2,173.0,,198.9,179.0,2002,2057,0.568,9.758,0.533630377,8987.410604
Natural Gas Fired Combined Cycle,55206,ST1,160.0,,195.5,160.0,2002,2057,0.568,9.758,0.533630377,8987.410604
Natural Gas Fired Combined Cycle,55215,CTG1,166.7,,176.0,195.2,2001,2056,0.642,7.05,4.130688346,9967.508746
Natural Gas Fired Combined Cycle,55215,CTG2,158.2,,176.0,189.1,2001,2056,0.642,7.05,4.130688346,9967.508746
Natural Gas Fired Combined Cycle,55215,CTG3,166.7,,176.0,195.2,2001,2056,0.642,7.05,4.130688346,9967.508746
Natural Gas Fired Combined Cycle,55215,CTG4,158.2,,176.0,189.1,2001,2056,0.642,7.05,4.130688346,9967.508746
Natural Gas Fired Combined Cycle,55215,STG1,206.0,,224.4,217.0,2001,2056,0.642,7.05,4.130688346,9967.508746
Natural Gas Fired Combined Cycle,55215,STG2,206.0,,224.4,217.0,2001,2056,0.642,7.05,4.130688346,9967.508746
Natural Gas Fired Combined Cycle,55223,GT1,245.1,,285.0,267.9,2002,2057,0.375,7.241,0.597852851,8987.410604
Natural Gas Fired Combined Cycle,55223,ST1,114.4,,133.0,125.0,2002,2057,0.375,7.241,0.597852851,8987.410604
Natural Gas Fired Combined Cycle,55226,GT1,125.25,,125.025,134.25,2002,2057,0.778,7.089,3.759069325,9967.508746
Natural Gas Fired Combined Cycle,55226,GT1,41.75,,41.675,44.75,2002,2057,0.778,7.089,3.759069325,9967.508746
Natural Gas Fired Combined Cycle,55226,GT2,125.25,,125.025,134.25,2002,2057,0.778,7.089,3.759069325,9967.508746
Natural Gas Fired Combined Cycle,55226,GT2,41.75,,41.675,44.75,2002,2057,0.778,7.089,3.759069325,9967.508746
Natural Gas Fired Combined Cycle,55226,GT3,125.25,,125.025,134.25,2002,2057,0.778,7.089,3.759069325,9967.508746
Natural Gas Fired Combined Cycle,55226,GT3,41.75,,41.675,44.75,2002,2057,0.778,7.089,3.759069325,9967.508746
Natural Gas Fired Combined Cycle,55226,GT4,125.25,,125.025,134.25,2002,2057,0.778,7.089,3.759069325,9967.508746
Natural Gas Fired Combined Cycle,55226,GT4,41.75,,41.675,44.75,2002,2057,0.778,7.089,3.759069325,9967.508746
Natural Gas Fired Combined Cycle,55226,ST3,136.5,,138.45,142.2,2002,2057,0.778,7.089,3.759069325,9967.508746
Natural Gas Fired Combined Cycle,55226,ST3,45.5,,46.15,47.4,2002,2057,0.778,7.089,3.759069325,9967.508746
Natural Gas Fired Combined Cycle,55226,ST6,136.5,,138.45,142.2,2002,2057,0.778,7.089,3.759069325,9967.508746
Natural Gas Fired Combined Cycle,55226,ST6,45.5,,46.15,47.4,2002,2057,0.778,7.089,3.759069325,9967.508746
Natural Gas Fired Combined Cycle,55230,CT1,165.0,,170.0,170.0,2006,2061,0.412,7.33,0.611547832,11973.82131
Natural Gas Fired Combined Cycle,55230,CT2,165.0,,170.0,170.0,2006,2061,0.412,7.33,0.611547832,11973.82131
Natural Gas Fired Combined Cycle,55230,CT3,165.0,,170.0,170.0,2011,2066,0.412,7.33,0.611547832,11973.82131
Natural Gas Fired Combined Cycle,55230,CT4,165.0,,170.0,170.0,2011,2066,0.412,7.33,0.611547832,11973.82131
Natural Gas Fired Combined Cycle,55230,ST1,290.5,,300.0,300.0,2006,2061,0.412,7.33,0.611547832,11973.82131
Natural Gas Fired Combined Cycle,55230,ST2,290.5,,300.0,300.0,2011,2066,0.412,7.33,0.611547832,11973.82131
Natural Gas Fired Combined Cycle,55299,CTG1,173.0,,215.0,183.0,2001,2056,0.577,10.079,0.411004786,4152.100625
Natural Gas Fired Combined Cycle,55299,CTG2,173.0,,215.0,183.0,2002,2057,0.577,10.079,0.411004786,4152.100625
Natural Gas Fired Combined Cycle,55299,CTG3,173.0,,208.8,183.0,2014,2069,0.577,10.079,0.411004786,4152.100625
Natural Gas Fired Combined Cycle,55299,ST-1,241.0,,285.0,241.0,2002,2057,0.577,10.079,0.411004786,4152.100625
Natural Gas Fired Combined Cycle,55320,GT1,245.0,,261.0,261.0,2004,2059,0.427,7.202,4.354192525,2302.3782220000003
Natural Gas Fired Combined Cycle,55320,GT2,245.0,,261.0,261.0,2004,2059,0.427,7.202,4.354192525,2302.3782220000003
Natural Gas Fired Combined Cycle,55320,ST1,245.0,,299.7,260.0,2004,2059,0.427,7.202,4.354192525,2302.3782220000003
Natural Gas Fired Combined Cycle,55357,CTG1,167.0,,200.0,161.0,2003,2058,0.624,7.5,3.900793662,2302.3782220000003
Natural Gas Fired Combined Cycle,55357,CTG2,167.0,,200.0,161.0,2003,2058,0.624,7.5,3.900793662,2302.3782220000003
Natural Gas Fired Combined Cycle,55357,STG1,204.0,,275.6,228.0,2003,2058,0.624,7.5,3.900793662,2302.3782220000003
Natural Gas Fired Combustion Turbine,55365,GT1,36.0,,59.0,38.0,2001,2056,0.139,12.567,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,55365,GT2,36.0,,59.0,38.0,2001,2056,0.139,12.567,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,55365,GT3,36.0,,59.0,38.0,2001,2056,0.139,12.567,1.74861846,1121.119057
Natural Gas Fired Combustion Turbine,55365,GT4,36.0,,59.0,38.0,2001,2056,0.139,12.567,1.74861846,1121.119057
Natural Gas Fired Combined Cycle,55464,CTG1,182.0,,180.0,191.0,2003,2058,0.646,10.461,0.973898231,2738.8691660000004
Natural Gas Fired Combined Cycle,55464,CTG2,182.0,,180.0,191.0,2003,2058,0.646,10.461,0.973898231,2738.8691660000004
Natural Gas Fired Combined Cycle,55464,CTG3,182.0,,180.0,191.0,2004,2059,0.646,10.461,0.973898231,2738.8691660000004
Natural Gas Fired Combined Cycle,55464,CTG4,182.0,,180.0,191.0,2004,2059,0.646,10.461,0.973898231,2738.8691660000004
Natural Gas Fired Combined Cycle,55464,CTG6,182.0,,180.0,191.0,2014,2069,0.646,10.461,0.973898231,2738.8691660000004
Natural Gas Fired Combined Cycle,55464,STG1,282.0,,276.0,282.0,2004,2059,0.646,10.461,0.973898231,2738.8691660000004
Natural Gas Fired Combined Cycle,55480,ST1,406.0,,382.5,418.0,2003,2058,0.606,7.307,2.789289935,2738.8691660000004
Natural Gas Fired Combined Cycle,55480,ST2,406.0,,382.5,418.0,2003,2058,0.606,7.307,2.789289935,2738.8691660000004
Natural Gas Fired Combined Cycle,55480,U1,165.0,,188.2,195.0,2003,2058,0.606,7.307,2.789289935,2738.8691660000004
Natural Gas Fired Combined Cycle,55480,U2,157.0,,188.2,185.0,2003,2058,0.606,7.307,2.789289935,2738.8691660000004
Natural Gas Fired Combined Cycle,55480,U3,157.0,,188.2,185.0,2003,2058,0.606,7.307,2.789289935,2738.8691660000004
Natural Gas Fired Combined Cycle,55480,U4,165.0,,188.2,195.0,2003,2058,0.606,7.307,2.789289935,2738.8691660000004
Natural Gas Fired Combined Cycle,55480,U5,157.0,,188.2,185.0,2003,2058,0.606,7.307,2.789289935,2738.8691660000004
Natural Gas Fired Combined Cycle,55480,U6,157.0,,188.2,185.0,2003,2058,0.606,7.307,2.789289935,2738.8691660000004
Natural Gas Fired Combined Cycle,55545,CTG1,125.61,,139.514,140.62,2000,2055,0.597,7.493,0.505960653,8987.410604
Natural Gas Fired Combined Cycle,55545,CTG1,33.39,,37.086,37.38,2000,2055,0.597,7.493,0.505960653,8987.410604
Natural Gas Fired Combined Cycle,55545,CTG2,125.61,,139.514,140.62,2000,2055,0.597,7.493,0.505960653,8987.410604
Natural Gas Fired Combined Cycle,55545,CTG2,33.39,,37.086,37.38,2000,2055,0.597,7.493,0.505960653,8987.410604
Natural Gas Fired Combined Cycle,55545,STG1,139.83,,156.499,147.73,2000,2055,0.597,7.493,0.505960653,8987.410604
Natural Gas Fired Combined Cycle,55545,STG1,37.17,,41.601,39.27,2000,2055,0.597,7.493,0.505960653,8987.410604
Onshore Wind Turbine,55581,EXIS,278.0,,278.0,278.0,2001,2031,0.229,,0.0,4771.0
Onshore Wind Turbine,55747,NWP2,82.5,,82.5,82.5,2001,2031,0.295,,0.0,13620.0
Onshore Wind Turbine,55795,1,78.0,,78.0,78.0,2001,2031,0.233,,0.0,12459.0
Onshore Wind Turbine,55796,1,82.0,,82.0,82.0,2001,2031,0.232,,0.0,11882.0
Landfill Gas,59649,UNIT1,1.1,,1.1,1.1,2014,2114,0.309,13.5,3.136,10167.0
Onshore Wind Turbine,55968,WTG1,152.0,,152.0,152.0,2001,2031,0.413,,0.0,17443.0
Onshore Wind Turbine,55992,1,167.7,,167.7,167.7,2002,2032,0.35,,0.0,6723.0
Landfill Gas,59649,UNIT2,1.1,,1.1,1.1,2014,2114,0.309,13.5,3.136,10167.0
Onshore Wind Turbine,56111,GEN1,91.2,,91.2,91.2,2003,2033,0.149,,0.0,18634.0
Onshore Wind Turbine,56111,GEN1,91.2,,91.2,91.2,2003,2033,0.149,,0.0,18634.0
